 beta-PtO2, orthorhombic, PDF# 43-1045          Feff8L (EXAFS)       0.1
 POT  Non-SCF, core-hole, AFOLP (folp(0)= 1.150)
 Abs   Z=78 Rmt= 1.303 Rnm= 1.388 L3 shell
 Pot 1 Z=78 Rmt= 1.307 Rnm= 1.400
 Pot 2 Z= 8 Rmt= 0.993 Rnm= 1.061
 Gam_ch=5.171E+00 H-L exch
 Mu= 6.451E+00 kf=2.428E+00 Vint=-1.600E+01 Rs_int= 1.494
 PATH  Rmax=10.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
 -----------------------------------------------------------------------
    file        sig2   amp ratio    deg    nlegs  r effective
 feff0142.dat 0.00000     4.435     2.000     2   5.8990
 feff0145.dat 0.00000     2.771     8.000     4   5.9783
 feff0147.dat 0.00000     5.734     8.000     3   6.0220
 feff0148.dat 0.00000     4.211     8.000     3   6.0607
 feff0151.dat 0.00000     3.772     8.000     3   6.1371
 feff0152.dat 0.00000     2.716     8.000     3   6.1599
 feff0153.dat 0.00000     7.534     4.000     2   6.1726
 feff0154.dat 0.00000     3.888    16.000     3   6.1871
 feff0155.dat 0.00000     3.810    16.000     3   6.1871
 feff0156.dat 0.00000     4.482     8.000     3   6.1886
 feff0157.dat 0.00000     2.695     8.000     3   6.2315
 feff0158.dat 0.00000     3.615     2.000     2   6.2428
 feff0159.dat 0.00000     6.900     2.000     2   6.2720
 feff0161.dat 0.00000    27.900     4.000     3   6.2720
 feff0162.dat 0.00000     4.597     2.000     4   6.2720
 feff0163.dat 0.00000    29.200     2.000     4   6.2720
 feff0164.dat 0.00000     4.330     8.000     4   6.2824
 feff0166.dat 0.00000     5.697     8.000     3   6.3244
 feff0167.dat 0.00000    13.080     4.000     2   6.3799
 feff0169.dat 0.00000     4.657     4.000     3   6.3852
 feff0170.dat 0.00000     3.200     4.000     3   6.3927
 feff0171.dat 0.00000    11.120     4.000     3   6.3927
 feff0172.dat 0.00000     9.953     4.000     3   6.3927
 feff0173.dat 0.00000     3.297     2.000     2   6.4014
 feff0174.dat 0.00000     5.537     4.000     3   6.4031
 feff0175.dat 0.00000     5.843     4.000     4   6.4056
 feff0176.dat 0.00000     4.834     2.000     4   6.4056
 feff0177.dat 0.00000     8.121     4.000     4   6.4056
 feff0178.dat 0.00000     3.865     2.000     4   6.4056
 feff0179.dat 0.00000     4.787     8.000     3   6.4117
 feff0180.dat 0.00000     3.267     4.000     4   6.4261
 feff0181.dat 0.00000     7.649     4.000     4   6.4260
