PATH  Rmax=10.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
 -----------------------------------------------------------------------
     1    2   2.000  index, nleg, degeneracy, r=  1.9891
   -1.044750   -0.680780    1.568000   2 'O     '     2.4940  128.4941    0.0000
    0.000000    0.000000    0.000000   0 'Pt    '     2.0034  180.0000    0.0000
    44    3   8.000  index, nleg, degeneracy, r=  4.5224
      x           y           z     ipot  label      rleg      beta        eta
   -1.044750    3.857720    1.568000   2 'O     '     4.2933  158.7468    0.0000
   -1.197200    1.588480    0.000000   2 'O     '     2.7625   51.4802    0.0000
    0.000000    0.000000    0.000000   0 'Pt    '     1.9891  149.7730    0.0000
    45    2   2.000  index, nleg, degeneracy, r=  4.5385
      x           y           z     ipot  label      rleg      beta        eta
    0.000000   -4.538500    0.000000   1 'Pt    '     4.5385  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Pt    '     4.5385  180.0000    0.0000
    46    3   8.000  index, nleg, degeneracy, r=  4.6042
      x           y           z     ipot  label      rleg      beta        eta
   -3.286700   -1.588480    0.000000   2 'O     '     3.6504  108.7634    0.0000
   -2.241950   -2.269250   -1.568000   1 'Pt    '     2.0034  103.4901    0.0000
    0.000000    0.000000    0.000000   0 'Pt    '     3.5545  147.7464    0.0000
    47    3   8.000  index, nleg, degeneracy, r=  4.6174
      x           y           z     ipot  label      rleg      beta        eta
   -1.197200   -2.950030   -3.136000   2 'O     '     4.4688  162.8172    0.0000
   -1.044750   -0.680780   -1.568000   2 'O     '     2.7625   41.2217    0.0000
    0.000000    0.000000    0.000000   0 'Pt    '     2.0034  155.9611    0.0000
    48    3   8.000  index, nleg, degeneracy, r=  4.6358
      x           y           z     ipot  label      rleg      beta        eta
    1.197200   -1.588480   -3.136000   2 'O     '     3.7136  110.3323    0.0000
    2.241950   -2.269250   -1.568000   1 'Pt    '     2.0034  101.5721    0.0000
    0.000000    0.000000    0.000000   0 'Pt    '     3.5545  148.0956    0.0000
    49    3   8.000  index, nleg, degeneracy, r=  4.6921
      x           y           z     ipot  label      rleg      beta        eta
    3.439150   -0.680780   -1.568000   2 'O     '     3.8406  113.4167    0.0000
    2.241950   -2.269250   -1.568000   1 'Pt    '     1.9891   97.4814    0.0000
    0.000000    0.000000    0.000000   0 'Pt    '     3.5545  149.1020    0.0000
    50    4   4.000  index, nleg, degeneracy, r=  4.7516
      x           y           z     ipot  label      rleg      beta        eta
    1.197200   -1.588480    0.000000   2 'O     '     1.9891  133.5681    0.0000
